First Name,Last Name,MTG #,Session Date,Session Type,Present
James,Pasternak,6,2023-05-10,Afternoon,Y
James,Pasternak,6,2023-05-10,Evening,Y
James,Pasternak,6,2023-05-10,Evening,Y
James,Pasternak,6,2023-05-10,Evening,Y
Gord,Perks,6,2023-05-10,Morning,Y
Gord,Perks,6,2023-05-10,Afternoon,Y
Gord,Perks,6,2023-05-10,Evening,Y
Gord,Perks,6,2023-05-10,Evening,Y
Gord,Perks,6,2023-05-10,Evening,Y
Anthony,Perruzza,6,2023-05-10,Morning,Y
Anthony,Perruzza,6,2023-05-10,Afternoon,Y
Anthony,Perruzza,6,2023-05-10,Evening,Y
Anthony,Perruzza,6,2023-05-10,Evening,Y
Anthony,Perruzza,6,2023-05-10,Evening,Y
Jaye,Robinson,6,2023-05-10,Morning,Y
Jaye,Robinson,6,2023-05-10,Afternoon,Y
Jaye,Robinson,6,2023-05-10,Evening,Y
Jaye,Robinson,6,2023-05-10,Evening,N
Jaye,Robinson,6,2023-05-10,Evening,N
Dianne,Saxe,6,2023-05-10,Morning,Y
Dianne,Saxe,6,2023-05-10,Afternoon,Y
Dianne,Saxe,6,2023-05-10,Evening,Y
Dianne,Saxe,6,2023-05-10,Evening,N
Dianne,Saxe,6,2023-05-10,Evening,N
Michael,Thompson,6,2023-05-10,Morning,Y
Michael,Thompson,6,2023-05-10,Afternoon,Y
Michael,Thompson,6,2023-05-10,Evening,Y
Michael,Thompson,6,2023-05-10,Evening,Y
Michael,Thompson,6,2023-05-10,Evening,Y
Paul,Ainslie,6,2023-05-11,Morning,Y
Paul,Ainslie,6,2023-05-11,Afternoon,Y
Paul,Ainslie,6,2023-05-11,Evening,Y
Paul,Ainslie,6,2023-05-11,Evening,Y
Brad,Bradford,6,2023-05-11,Morning,Y
Brad,Bradford,6,2023-05-11,Afternoon,Y
Brad,Bradford,6,2023-05-11,Evening,Y
Brad,Bradford,6,2023-05-11,Evening,Y
Alejandra,Bravo,6,2023-05-11,Morning,Y
Alejandra,Bravo,6,2023-05-11,Afternoon,Y
Alejandra,Bravo,6,2023-05-11,Evening,Y
Alejandra,Bravo,6,2023-05-11,Evening,Y
Jon,Burnside,6,2023-05-11,Morning,Y
Jon,Burnside,6,2023-05-11,Afternoon,Y
Jon,Burnside,6,2023-05-11,Evening,Y
Jon,Burnside,6,2023-05-11,Evening,N
Shelley,Carroll,6,2023-05-11,Morning,Y
Shelley,Carroll,6,2023-05-11,Afternoon,Y
Shelley,Carroll,6,2023-05-11,Evening,Y
Shelley,Carroll,6,2023-05-11,Evening,Y
Lily,Cheng,6,2023-05-11,Morning,Y
Lily,Cheng,6,2023-05-11,Afternoon,Y
Lily,Cheng,6,2023-05-11,Evening,Y
Lily,Cheng,6,2023-05-11,Evening,Y
Mike,Colle,6,2023-05-11,Morning,Y
Mike,Colle,6,2023-05-11,Afternoon,Y
Mike,Colle,6,2023-05-11,Evening,Y
Mike,Colle,6,2023-05-11,Evening,N
Gary,Crawford,6,2023-05-11,Morning,Y
Gary,Crawford,6,2023-05-11,Afternoon,Y
Gary,Crawford,6,2023-05-11,Evening,N
Gary,Crawford,6,2023-05-11,Evening,N
Vincent,Crisanti,6,2023-05-11,Morning,Y
Vincent,Crisanti,6,2023-05-11,Afternoon,Y
Vincent,Crisanti,6,2023-05-11,Evening,Y
Vincent,Crisanti,6,2023-05-11,Evening,N
Paula,Fletcher,6,2023-05-11,Morning,Y
Paula,Fletcher,6,2023-05-11,Afternoon,Y
Paula,Fletcher,6,2023-05-11,Evening,Y
Paula,Fletcher,6,2023-05-11,Evening,Y
Stephen,Holyday,6,2023-05-11,Morning,Y
Stephen,Holyday,6,2023-05-11,Afternoon,Y
Stephen,Holyday,6,2023-05-11,Evening,Y
Stephen,Holyday,6,2023-05-11,Evening,Y
Ausma,Malik,6,2023-05-11,Morning,Y
Ausma,Malik,6,2023-05-11,Afternoon,Y
Ausma,Malik,6,2023-05-11,Evening,Y
Ausma,Malik,6,2023-05-11,Evening,Y
Nick,Mantas,6,2023-05-11,Morning,Y
Nick,Mantas,6,2023-05-11,Afternoon,Y
Nick,Mantas,6,2023-05-11,Evening,Y
Nick,Mantas,6,2023-05-11,Evening,Y
Josh,Matlow,6,2023-05-11,Morning,Y
Josh,Matlow,6,2023-05-11,Afternoon,Y
Josh,Matlow,6,2023-05-11,Evening,Y
Josh,Matlow,6,2023-05-11,Evening,Y
Jennifer,McKelvie,6,2023-05-11,Morning,Y
Jennifer,McKelvie,6,2023-05-11,Afternoon,Y
Jennifer,McKelvie,6,2023-05-11,Evening,Y
Jennifer,McKelvie,6,2023-05-11,Evening,Y
Chris,Moise,6,2023-05-11,Morning,Y
Chris,Moise,6,2023-05-11,Afternoon,Y
Chris,Moise,6,2023-05-11,Evening,Y
Chris,Moise,6,2023-05-11,Evening,Y
Amber,Morley,6,2023-05-11,Morning,Y
Amber,Morley,6,2023-05-11,Afternoon,Y
Amber,Morley,6,2023-05-11,Evening,Y
Amber,Morley,6,2023-05-11,Evening,Y
Jamaal,Myers,6,2023-05-11,Morning,Y
Jamaal,Myers,6,2023-05-11,Afternoon,Y
Jamaal,Myers,6,2023-05-11,Evening,Y
Jamaal,Myers,6,2023-05-11,Evening,Y
Frances,Nunziata,6,2023-05-11,Morning,Y
Frances,Nunziata,6,2023-05-11,Afternoon,Y
Frances,Nunziata,6,2023-05-11,Evening,Y
Frances,Nunziata,6,2023-05-11,Evening,Y
James,Pasternak,6,2023-05-11,Morning,Y
James,Pasternak,6,2023-05-11,Afternoon,Y
James,Pasternak,6,2023-05-11,Evening,N
James,Pasternak,6,2023-05-11,Evening,N
Gord,Perks,6,2023-05-11,Morning,Y
Gord,Perks,6,2023-05-11,Afternoon,Y
Gord,Perks,6,2023-05-11,Evening,Y
Gord,Perks,6,2023-05-11,Evening,Y
Anthony,Perruzza,6,2023-05-11,Morning,Y
Anthony,Perruzza,6,2023-05-11,Afternoon,Y
Anthony,Perruzza,6,2023-05-11,Evening,Y
Anthony,Perruzza,6,2023-05-11,Evening,Y
Jaye,Robinson,6,2023-05-11,Morning,Y
Jaye,Robinson,6,2023-05-11,Afternoon,Y
Jaye,Robinson,6,2023-05-11,Evening,Y
Jaye,Robinson,6,2023-05-11,Evening,Y
Dianne,Saxe,6,2023-05-11,Morning,Y
Dianne,Saxe,6,2023-05-11,Afternoon,Y
Dianne,Saxe,6,2023-05-11,Evening,Y
Dianne,Saxe,6,2023-05-11,Evening,N
Michael,Thompson,6,2023-05-11,Morning,Y
Michael,Thompson,6,2023-05-11,Afternoon,Y
Michael,Thompson,6,2023-05-11,Evening,Y
Michael,Thompson,6,2023-05-11,Evening,Y
Paul,Ainslie,6,2023-05-12,Morning,Y
Paul,Ainslie,6,2023-05-12,Afternoon,Y
Brad,Bradford,6,2023-05-12,Morning,Y
Brad,Bradford,6,2023-05-12,Afternoon,Y
Alejandra,Bravo,6,2023-05-12,Morning,Y
Alejandra,Bravo,6,2023-05-12,Afternoon,Y
Jon,Burnside,6,2023-05-12,Morning,Y
Jon,Burnside,6,2023-05-12,Afternoon,Y
Shelley,Carroll,6,2023-05-12,Morning,Y
Shelley,Carroll,6,2023-05-12,Afternoon,Y
Lily,Cheng,6,2023-05-12,Morning,Y
Lily,Cheng,6,2023-05-12,Afternoon,Y
Mike,Colle,6,2023-05-12,Morning,Y
Mike,Colle,6,2023-05-12,Afternoon,Y
Gary,Crawford,6,2023-05-12,Morning,Y
Gary,Crawford,6,2023-05-12,Afternoon,Y
Vincent,Crisanti,6,2023-05-12,Morning,Y
Vincent,Crisanti,6,2023-05-12,Afternoon,Y
Paula,Fletcher,6,2023-05-12,Morning,Y
Paula,Fletcher,6,2023-05-12,Afternoon,Y
Stephen,Holyday,6,2023-05-12,Morning,Y
Stephen,Holyday,6,2023-05-12,Afternoon,Y
Ausma,Malik,6,2023-05-12,Morning,Y
Ausma,Malik,6,2023-05-12,Afternoon,Y
Nick,Mantas,6,2023-05-12,Morning,Y
Nick,Mantas,6,2023-05-12,Afternoon,Y
Josh,Matlow,6,2023-05-12,Morning,Y
Josh,Matlow,6,2023-05-12,Afternoon,Y
Jennifer,McKelvie,6,2023-05-12,Morning,Y
Jennifer,McKelvie,6,2023-05-12,Afternoon,Y
Chris,Moise,6,2023-05-12,Morning,Y
Chris,Moise,6,2023-05-12,Afternoon,Y
Amber,Morley,6,2023-05-12,Morning,Y
Amber,Morley,6,2023-05-12,Afternoon,Y
Jamaal,Myers,6,2023-05-12,Morning,Y
Jamaal,Myers,6,2023-05-12,Afternoon,Y
Frances,Nunziata,6,2023-05-12,Morning,Y
Frances,Nunziata,6,2023-05-12,Afternoon,Y
James,Pasternak,6,2023-05-12,Afternoon,Y
James,Pasternak,6,2023-05-12,Morning,N
Gord,Perks,6,2023-05-12,Morning,Y
Gord,Perks,6,2023-05-12,Afternoon,Y
Anthony,Perruzza,6,2023-05-12,Morning,Y
Anthony,Perruzza,6,2023-05-12,Afternoon,Y
Jaye,Robinson,6,2023-05-12,Morning,Y
Jaye,Robinson,6,2023-05-12,Afternoon,Y
Dianne,Saxe,6,2023-05-12,Morning,Y
Dianne,Saxe,6,2023-05-12,Afternoon,Y
Michael,Thompson,6,2023-05-12,Morning,Y
Michael,Thompson,6,2023-05-12,Afternoon,Y
Paul,Ainslie,7,2023-06-14,Morning,Y
Paul,Ainslie,7,2023-06-14,Morning,Y
Paul,Ainslie,7,2023-06-14,Afternoon,Y
Paul,Ainslie,7,2023-06-14,Morning,N
Brad,Bradford,7,2023-06-14,Morning,Y
Brad,Bradford,7,2023-06-14,Morning,Y
Brad,Bradford,7,2023-06-14,Morning,Y
Brad,Bradford,7,2023-06-14,Afternoon,Y
Alejandra,Bravo,7,2023-06-14,Morning,Y
Alejandra,Bravo,7,2023-06-14,Morning,Y
Alejandra,Bravo,7,2023-06-14,Morning,Y
Alejandra,Bravo,7,2023-06-14,Afternoon,Y
Jon,Burnside,7,2023-06-14,Morning,Y
Jon,Burnside,7,2023-06-14,Morning,Y
Jon,Burnside,7,2023-06-14,Morning,Y
Jon,Burnside,7,2023-06-14,Afternoon,Y
Shelley,Carroll,7,2023-06-14,Morning,Y
Shelley,Carroll,7,2023-06-14,Morning,Y
Shelley,Carroll,7,2023-06-14,Morning,Y
Shelley,Carroll,7,2023-06-14,Afternoon,Y
Lily,Cheng,7,2023-06-14,Morning,Y
Lily,Cheng,7,2023-06-14,Morning,Y
Lily,Cheng,7,2023-06-14,Morning,Y
Lily,Cheng,7,2023-06-14,Afternoon,Y
Mike,Colle,7,2023-06-14,Morning,Y
Mike,Colle,7,2023-06-14,Morning,Y
Mike,Colle,7,2023-06-14,Morning,Y
Mike,Colle,7,2023-06-14,Afternoon,Y
Gary,Crawford,7,2023-06-14,Morning,Y
Gary,Crawford,7,2023-06-14,Morning,Y
Gary,Crawford,7,2023-06-14,Morning,Y
Gary,Crawford,7,2023-06-14,Afternoon,Y
Vincent,Crisanti,7,2023-06-14,Afternoon,Y
Vincent,Crisanti,7,2023-06-14,Morning,N
Vincent,Crisanti,7,2023-06-14,Morning,N
Vincent,Crisanti,7,2023-06-14,Morning,N
Paula,Fletcher,7,2023-06-14,Morning,Y
Paula,Fletcher,7,2023-06-14,Morning,Y
Paula,Fletcher,7,2023-06-14,Morning,Y
Paula,Fletcher,7,2023-06-14,Afternoon,Y
Stephen,Holyday,7,2023-06-14,Morning,Y
Stephen,Holyday,7,2023-06-14,Morning,Y
Stephen,Holyday,7,2023-06-14,Morning,Y
Stephen,Holyday,7,2023-06-14,Afternoon,Y
Ausma,Malik,7,2023-06-14,Morning,Y
Ausma,Malik,7,2023-06-14,Morning,Y
Ausma,Malik,7,2023-06-14,Morning,Y
Ausma,Malik,7,2023-06-14,Afternoon,Y
Nick,Mantas,7,2023-06-14,Morning,Y
Nick,Mantas,7,2023-06-14,Morning,Y
Nick,Mantas,7,2023-06-14,Morning,Y
Nick,Mantas,7,2023-06-14,Afternoon,Y
Josh,Matlow,7,2023-06-14,Morning,Y
Josh,Matlow,7,2023-06-14,Morning,Y
Josh,Matlow,7,2023-06-14,Morning,Y
Josh,Matlow,7,2023-06-14,Afternoon,Y
Jennifer,McKelvie,7,2023-06-14,Morning,Y
Jennifer,McKelvie,7,2023-06-14,Morning,Y
Jennifer,McKelvie,7,2023-06-14,Morning,Y
Jennifer,McKelvie,7,2023-06-14,Afternoon,Y
Chris,Moise,7,2023-06-14,Morning,Y
Chris,Moise,7,2023-06-14,Morning,Y
Chris,Moise,7,2023-06-14,Morning,Y
Chris,Moise,7,2023-06-14,Afternoon,Y
Amber,Morley,7,2023-06-14,Morning,Y
Amber,Morley,7,2023-06-14,Morning,Y
Amber,Morley,7,2023-06-14,Morning,Y
Amber,Morley,7,2023-06-14,Afternoon,Y
Jamaal,Myers,7,2023-06-14,Morning,Y
Jamaal,Myers,7,2023-06-14,Morning,Y
Jamaal,Myers,7,2023-06-14,Morning,Y
Jamaal,Myers,7,2023-06-14,Afternoon,Y
Frances,Nunziata,7,2023-06-14,Morning,Y
Frances,Nunziata,7,2023-06-14,Morning,Y
Frances,Nunziata,7,2023-06-14,Morning,Y
Frances,Nunziata,7,2023-06-14,Afternoon,Y
James,Pasternak,7,2023-06-14,Morning,Y
James,Pasternak,7,2023-06-14,Morning,Y
James,Pasternak,7,2023-06-14,Morning,Y
James,Pasternak,7,2023-06-14,Afternoon,Y
Gord,Perks,7,2023-06-14,Morning,Y
Gord,Perks,7,2023-06-14,Morning,Y
Gord,Perks,7,2023-06-14,Morning,Y
Gord,Perks,7,2023-06-14,Afternoon,Y
Anthony,Perruzza,7,2023-06-14,Morning,Y
Anthony,Perruzza,7,2023-06-14,Morning,Y
Anthony,Perruzza,7,2023-06-14,Morning,Y
Anthony,Perruzza,7,2023-06-14,Afternoon,Y
Jaye,Robinson,7,2023-06-14,Morning,Y
Jaye,Robinson,7,2023-06-14,Morning,Y
Jaye,Robinson,7,2023-06-14,Morning,Y
Jaye,Robinson,7,2023-06-14,Afternoon,Y
Dianne,Saxe,7,2023-06-14,Morning,Y
Dianne,Saxe,7,2023-06-14,Morning,Y
Dianne,Saxe,7,2023-06-14,Morning,Y
Dianne,Saxe,7,2023-06-14,Afternoon,Y
Michael,Thompson,7,2023-06-14,Morning,Y
Michael,Thompson,7,2023-06-14,Morning,Y
Michael,Thompson,7,2023-06-14,Morning,Y
Michael,Thompson,7,2023-06-14,Afternoon,Y
Paul,Ainslie,7,2023-06-15,Morning,Y
Paul,Ainslie,7,2023-06-15,Afternoon,Y
Brad,Bradford,7,2023-06-15,Morning,Y
Brad,Bradford,7,2023-06-15,Afternoon,Y
Alejandra,Bravo,7,2023-06-15,Morning,Y
Alejandra,Bravo,7,2023-06-15,Afternoon,Y
Jon,Burnside,7,2023-06-15,Morning,Y
Jon,Burnside,7,2023-06-15,Afternoon,Y
Shelley,Carroll,7,2023-06-15,Morning,Y
Shelley,Carroll,7,2023-06-15,Afternoon,Y
Lily,Cheng,7,2023-06-15,Morning,Y
Lily,Cheng,7,2023-06-15,Afternoon,Y
Mike,Colle,7,2023-06-15,Morning,Y
Mike,Colle,7,2023-06-15,Afternoon,Y
Gary,Crawford,7,2023-06-15,Morning,Y
Gary,Crawford,7,2023-06-15,Afternoon,Y
Vincent,Crisanti,7,2023-06-15,Morning,Y
Vincent,Crisanti,7,2023-06-15,Afternoon,Y
Paula,Fletcher,7,2023-06-15,Morning,Y
Paula,Fletcher,7,2023-06-15,Afternoon,Y
Stephen,Holyday,7,2023-06-15,Morning,Y
Stephen,Holyday,7,2023-06-15,Afternoon,Y
Ausma,Malik,7,2023-06-15,Morning,Y
Ausma,Malik,7,2023-06-15,Afternoon,Y
Nick,Mantas,7,2023-06-15,Morning,Y
Nick,Mantas,7,2023-06-15,Afternoon,Y
Josh,Matlow,7,2023-06-15,Morning,Y
Josh,Matlow,7,2023-06-15,Afternoon,Y
Jennifer,McKelvie,7,2023-06-15,Morning,Y
Jennifer,McKelvie,7,2023-06-15,Afternoon,Y
Chris,Moise,7,2023-06-15,Morning,Y
Chris,Moise,7,2023-06-15,Afternoon,Y
Amber,Morley,7,2023-06-15,Morning,Y
Amber,Morley,7,2023-06-15,Afternoon,Y
Jamaal,Myers,7,2023-06-15,Morning,Y
Jamaal,Myers,7,2023-06-15,Afternoon,Y
Frances,Nunziata,7,2023-06-15,Morning,Y
Frances,Nunziata,7,2023-06-15,Afternoon,Y
James,Pasternak,7,2023-06-15,Morning,Y
James,Pasternak,7,2023-06-15,Afternoon,Y
Gord,Perks,7,2023-06-15,Morning,Y
Gord,Perks,7,2023-06-15,Afternoon,Y
Anthony,Perruzza,7,2023-06-15,Morning,Y
Anthony,Perruzza,7,2023-06-15,Afternoon,Y
Jaye,Robinson,7,2023-06-15,Morning,Y
Jaye,Robinson,7,2023-06-15,Afternoon,Y
Dianne,Saxe,7,2023-06-15,Morning,Y
Dianne,Saxe,7,2023-06-15,Afternoon,Y
Michael,Thompson,7,2023-06-15,Morning,Y
Michael,Thompson,7,2023-06-15,Afternoon,Y
Paul,Ainslie,8,2023-07-19,Morning,Y
Paul,Ainslie,8,2023-07-19,Afternoon,Y
Brad,Bradford,8,2023-07-19,Morning,Y
Brad,Bradford,8,2023-07-19,Afternoon,Y
Alejandra,Bravo,8,2023-07-19,Morning,Y
Alejandra,Bravo,8,2023-07-19,Afternoon,Y
Jon,Burnside,8,2023-07-19,Morning,Y
Jon,Burnside,8,2023-07-19,Afternoon,Y
Shelley,Carroll,8,2023-07-19,Morning,Y
Shelley,Carroll,8,2023-07-19,Afternoon,Y
Lily,Cheng,8,2023-07-19,Morning,Y
Lily,Cheng,8,2023-07-19,Afternoon,Y
Olivia,Chow,8,2023-07-19,Morning,Y
Olivia,Chow,8,2023-07-19,Afternoon,Y
Mike,Colle,8,2023-07-19,Morning,Y
Mike,Colle,8,2023-07-19,Afternoon,Y
Gary,Crawford,8,2023-07-19,Morning,Y
Gary,Crawford,8,2023-07-19,Afternoon,N
Vincent,Crisanti,8,2023-07-19,Morning,Y
Vincent,Crisanti,8,2023-07-19,Afternoon,Y
Paula,Fletcher,8,2023-07-19,Morning,Y
Paula,Fletcher,8,2023-07-19,Afternoon,Y
Stephen,Holyday,8,2023-07-19,Morning,Y
Stephen,Holyday,8,2023-07-19,Afternoon,Y
Ausma,Malik,8,2023-07-19,Morning,Y
Ausma,Malik,8,2023-07-19,Afternoon,Y
Nick,Mantas,8,2023-07-19,Morning,Y
Nick,Mantas,8,2023-07-19,Afternoon,Y
Josh,Matlow,8,2023-07-19,Morning,Y
Josh,Matlow,8,2023-07-19,Afternoon,Y
Jennifer,McKelvie,8,2023-07-19,Morning,Y
Jennifer,McKelvie,8,2023-07-19,Afternoon,Y
Chris,Moise,8,2023-07-19,Morning,Y
Chris,Moise,8,2023-07-19,Afternoon,Y
Amber,Morley,8,2023-07-19,Morning,Y
Amber,Morley,8,2023-07-19,Afternoon,Y
Jamaal,Myers,8,2023-07-19,Morning,Y
Jamaal,Myers,8,2023-07-19,Afternoon,Y
Frances,Nunziata,8,2023-07-19,Morning,Y
Frances,Nunziata,8,2023-07-19,Afternoon,Y
James,Pasternak,8,2023-07-19,Morning,Y
James,Pasternak,8,2023-07-19,Afternoon,Y
Gord,Perks,8,2023-07-19,Morning,Y
Gord,Perks,8,2023-07-19,Afternoon,Y
Anthony,Perruzza,8,2023-07-19,Morning,Y
Anthony,Perruzza,8,2023-07-19,Afternoon,Y
Jaye,Robinson,8,2023-07-19,Morning,Y
Jaye,Robinson,8,2023-07-19,Afternoon,Y
Dianne,Saxe,8,2023-07-19,Morning,Y
Dianne,Saxe,8,2023-07-19,Afternoon,Y
Michael,Thompson,8,2023-07-19,Morning,Y
Michael,Thompson,8,2023-07-19,Afternoon,Y
Paul,Ainslie,8,2023-07-20,Morning,Y
Paul,Ainslie,8,2023-07-20,Afternoon,Y
Paul,Ainslie,8,2023-07-20,Afternoon,Y
Paul,Ainslie,8,2023-07-20,Afternoon,N
Brad,Bradford,8,2023-07-20,Morning,Y
Brad,Bradford,8,2023-07-20,Afternoon,Y
Brad,Bradford,8,2023-07-20,Afternoon,Y
Brad,Bradford,8,2023-07-20,Afternoon,N
Alejandra,Bravo,8,2023-07-20,Morning,Y
Alejandra,Bravo,8,2023-07-20,Afternoon,Y
Alejandra,Bravo,8,2023-07-20,Afternoon,Y
Alejandra,Bravo,8,2023-07-20,Afternoon,Y
Jon,Burnside,8,2023-07-20,Morning,Y
Jon,Burnside,8,2023-07-20,Afternoon,Y
Jon,Burnside,8,2023-07-20,Afternoon,Y
Jon,Burnside,8,2023-07-20,Afternoon,Y
Shelley,Carroll,8,2023-07-20,Morning,Y
Shelley,Carroll,8,2023-07-20,Afternoon,Y
Shelley,Carroll,8,2023-07-20,Afternoon,Y
Shelley,Carroll,8,2023-07-20,Afternoon,Y
Lily,Cheng,8,2023-07-20,Morning,Y
Lily,Cheng,8,2023-07-20,Afternoon,Y
Lily,Cheng,8,2023-07-20,Afternoon,Y
Lily,Cheng,8,2023-07-20,Afternoon,Y
Olivia,Chow,8,2023-07-20,Morning,Y
Olivia,Chow,8,2023-07-20,Afternoon,Y
Olivia,Chow,8,2023-07-20,Afternoon,Y
Olivia,Chow,8,2023-07-20,Afternoon,Y
Mike,Colle,8,2023-07-20,Morning,Y
Mike,Colle,8,2023-07-20,Afternoon,Y
Mike,Colle,8,2023-07-20,Afternoon,Y
Mike,Colle,8,2023-07-20,Afternoon,Y
Gary,Crawford,8,2023-07-20,Morning,N
Gary,Crawford,8,2023-07-20,Afternoon,N
